,Paper,Material,Property,Value,Unit
0,1 PBTTT-C14.pdf,unknown,PCE,2.3,%
1,1 PBTTT-C14.pdf,pBTTT,PCE,2.3,%
2,1 PBTTT-C14.pdf,pBTTT:PC-71-BM,JSC,9.37,mA/cm2
3,1 PBTTT-C14.pdf,pBTTT:PC-71-BM,VOC,0.525,V
4,1 PBTTT-C14.pdf,unknown,VOC,0.525,V
5,1 PBTTT-C14.pdf,unknown,FF,0.48,N/A
6,1 PBTTT-C14.pdf,unknown,JSC,9.37,mA/cm2
7,2 Blouin_et_al-2007-Advanced_Materials.pdf,unknown,PCE,0.8,%
8,2 Blouin_et_al-2007-Advanced_Materials.pdf,unknown,VOC,0.89,V
9,2 Blouin_et_al-2007-Advanced_Materials.pdf,unknown,PCE,0.6,%
10,2 Blouin_et_al-2007-Advanced_Materials.pdf,unknown,VOC,0.9,V
11,2 Blouin_et_al-2007-Advanced_Materials.pdf,unknown,PCE,3.6,%
12,2 Blouin_et_al-2007-Advanced_Materials.pdf,PCBM,PCE,3.6,%
13,2 Blouin_et_al-2007-Advanced_Materials.pdf,unknown,PCE,3.0,N/A
14,3 PCPDTBT.pdf,unknown,JSC,15.7,mA/cm2
15,3 PCPDTBT.pdf,unknown,VOC,0.61,V
16,3 PCPDTBT.pdf,unknown,FF,0.53,N/A
17,3 PCPDTBT.pdf,unknown,PCE,5.1,%
18,4 PffBT4T.pdf,unknown,JSC,0.00079,N/A
19,4 PffBT4T.pdf,unknown,PCE,49.0,%
20,4 PffBT4T.pdf,unknown,PCE,7.7,%
21,4 PffBT4T.pdf,PCBM,FF,73,N/A
22,4 PffBT4T.pdf,unknown,PCE,10.36,N/A
23,4 PffBT4T.pdf,unknown,FF,72.0,N/A
24,4 PffBT4T.pdf,E135–E138(2010,PCE,7.4,%
25,4 PffBT4T.pdf,PCBM,PCE,9.6,N/A
26,4 PffBT4T.pdf,unknown,VOC,0.7743,N/A
27,4 PffBT4T.pdf,unknown,FF,0.75,N/A
28,5 PBDTTT-CF.pdf,unknown,PCE,6.77,%
29,5 PBDTTT-CF.pdf,PBDTTT–CF,PCE,7.38,N/A
30,5 PBDTTT-CF.pdf,PBDTTT–CF,PCE,7.73,%
31,5 PBDTTT-CF.pdf,NREL)for,PCE,7.38,%
32,5 PBDTTT-CF.pdf,unknown,PCE,6.1,%
33,5 PBDTTT-CF.pdf,unknown,JSC,0.63240,N/A
34,5 PBDTTT-CF.pdf,PBDTTT4,PCE,6.77,%
35,5 PBDTTT-CF.pdf,PBDTTT–CF,VOC,0.76,V
36,5 PBDTTT-CF.pdf,NREL)for,PCE,6.77,%
37,5 PBDTTT-CF.pdf,unknown,FF,66.39,%
38,5 PBDTTT-CF.pdf,unknown,VOC,0.7631,V
39,5 PBDTTT-CF.pdf,unknown,JSC,13.364,mAcm−2
40,6 PSBTBT.pdf,unknown,VOC,0.68,V
41,6 PSBTBT.pdf,unknown,PCE,5.1,%
42,6 PSBTBT.pdf,unknown,JSC,12.7,mA/cm2
43,6 PSBTBT.pdf,unknown,FF,55,%
44,6 PSBTBT.pdf,unknown,PCE,43,%
45,6 PSBTBT.pdf,unknown,PCE,4.7,%
46,7 PNTz4T.pdf,unknown,VOC,0.738,V
47,7 PNTz4T.pdf,PC61BM,VOC,0.729,V
48,7 PNTz4T.pdf,PC61BM)as,PCE,6.3,%
49,7 PNTz4T.pdf,unknown,PCE,8.70,%
50,7 PNTz4T.pdf,PC61BM,PCE,6.55,%
51,7 PNTz4T.pdf,PC61BM,VOC,0.746,V
52,7 PNTz4T.pdf,unknown,JSC,17.7,mAcm
53,7 PNTz4T.pdf,PC61BM,PCE,9.80,%
54,7 PNTz4T.pdf,PC61BM,JSC,18.2,mAcm
55,7 PNTz4T.pdf,unknown,JSC,19.4,N/A
56,7 PNTz4T.pdf,unknown,JSC,19.4,mAcm
57,7 PNTz4T.pdf,unknown,PCE,7.4,%
58,7 PNTz4T.pdf,PC71BM,PCE,10,%
59,7 PNTz4T.pdf,unknown,PCE,10,%
60,7 PNTz4T.pdf,PC71BM,VOC,0.708,V
61,7 PNTz4T.pdf,unknown,PCE,10.31,%
62,7 PNTz4T.pdf,PC71BM,FF,73.4,%
63,7 PNTz4T.pdf,PC61BM,FF,73.9,%
64,8 PSEHTT.pdf,DBFI-EDOT:PBDTT-FTTE,PCE,6.70,%
65,8 PSEHTT.pdf,PSEHTT,PCE,5.62,%
66,8 PSEHTT.pdf,DBFI-EDOT:PSEHTT:PBDTT-FTTE,PCE,8.52,%
67,8 PSEHTT.pdf,PSEHTT,PCE,5.52,%
68,9 PNOz4T.pdf,PC61BM,PCE,5.6,%
69,9 PNOz4T.pdf,PC61BM,VOC,0.97,V
70,9 PNOz4T.pdf,unknown,JSC,10.0,N/A
71,9 PNOz4T.pdf,PC61BM,FF,0.62,N/A
72,9 PNOz4T.pdf,PC71BM,PCE,8.9,%
73,9 PNOz4T.pdf,PC71BM,FF,0.64,N/A
74,9 PNOz4T.pdf,PC71BM,JSC,2.0,N/A
75,9 PNOz4T.pdf,PC61BM,FF,0.59,N/A
76,9 PNOz4T.pdf,PC61BM,VOC,1.0,V
77,9 PNOz4T.pdf,E135–E138(2010,PCE,7.4,%
78,9 PNOz4T.pdf,HOMO,VOC,0.71,N/A
79,9 PNOz4T.pdf,unknown,PCE,10.31,%
80,9 PNOz4T.pdf,unknown,PCE,5.7,%
81,9 PNOz4T.pdf,PC71BM,VOC,0.96,V
82,9 PNOz4T.pdf,unknown,FF,0.59,N/A
83,9 PNOz4T.pdf,PC61BM,JSC,14.6,mAcm–2
84,9 PNOz4T.pdf,PC71BM,JSC,14.5,mAcm–2
85,9 PNOz4T.pdf,PCBM,JSC,15,mAcm–2
86,9 PNOz4T.pdf,unknown,VOC,0.91,V
87,9 PNOz4T.pdf,PC61BM,JSC,9.6,mAcm–2
88,9 PNOz4T.pdf,unknown,VOC,0.70,V
89,10 P3HT.pdf,P3HT,PCE,1.8,%
90,10 P3HT.pdf,P3HT,JSC,7.26,mAcm−2
91,10 P3HT.pdf,P3HT,JSC,7.28,mAcm−2
92,10 P3HT.pdf,P3HT,JSC,6.28,mAcm−2
93,10 P3HT.pdf,P3HT,FF,32.1,%
94,10 P3HT.pdf,P3HT,VOC,0.56,V
95,10 P3HT.pdf,P3HT,PCE,0.7,%
96,10 P3HT.pdf,P3HT,FF,43.9,%
97,10 P3HT.pdf,P3HT,VOC,0.6,V
98,10 P3HT.pdf,P3HT,VOC,0.62,V
99,10 P3HT.pdf,P3HT,FF,37.0,%
100,10 P3HT.pdf,P3HT,PCE,2.1,%
101,10 P3HT.pdf,P3HT,JSC,5.1,mAcm−2
102,10 P3HT.pdf,P3HT,FF,37.8,%
103,10 P3HT.pdf,P3HT,FF,39.4,%
104,10 P3HT.pdf,P3HT,JSC,3.07,mAcm−2
105,10 P3HT.pdf,P3HT,PCE,2.4,%
106,10 P3HT.pdf,P3HT,FF,49.7,%
107,10 P3HT.pdf,P3HT,VOC,0.57,V
108,10 P3HT.pdf,P3HT,PCE,0.9,%
109,10 P3HT.pdf,P3HT,PCE,1.3,%
110,10 P3HT.pdf,P3HT,JSC,3.27,mAcm−2
111,10 P3HT.pdf,P3HT,VOC,0.61,V
112,11 PQT-12.pdf,unknown,PCE,0.8,%
113,11 PQT-12.pdf,P3HT,PCE,3.3,%
114,11 PQT-12.pdf,unknown,FF,0.35,N/A
115,11 PQT-12.pdf,unknown,VOC,0.69,V
116,11 PQT-12.pdf,P3HT,PCE,4.33,%
117,11 PQT-12.pdf,unknown,PCE,3.45,N/A
118,12 PTB7-Th.pdf,HOMO,PCE,6.1,%
119,13 PTB7.pdf,unknown,JSC,14.16,mAcm-2
120,13 PTB7.pdf,unknown,JSC,14.5,mAcm-2
121,13 PTB7.pdf,unknown,JSC,13.56,mAcm-2
122,13 PTB7.pdf,unknown,JSC,10.2,mAcm-2
123,13 PTB7.pdf,unknown,PCE,6.02,%
124,13 PTB7.pdf,unknown,FF,59.23,%
125,13 PTB7.pdf,unknown,PCE,7.4,%
126,13 PTB7.pdf,unknown,FF,50.52,%
127,13 PTB7.pdf,unknown,PCE,3.92,%
128,13 PTB7.pdf,unknown,FF,69,%
129,13 PTB7.pdf,unknown,PCE,7.40,%
130,13 PTB7.pdf,PTB1,VOC,0.75,V
131,14 c4ee01529k.pdf,PPDT2FBT,PCE,7.18,%
132,14 c4ee01529k.pdf,unknown,FF,0.73,N/A
133,14 c4ee01529k.pdf,PPDT2FBT,PCE,8.64,%
134,14 c4ee01529k.pdf,unknown,PCE,9.39,%
135,14 c4ee01529k.pdf,PPDT2FBT,JSC,12.9,N/A
136,14 c4ee01529k.pdf,unknown,PCE,9.21,%
137,14 c4ee01529k.pdf,PPDT2FBT,VOC,0.78,V
138,14 c4ee01529k.pdf,PPDT2FBT,FF,0.71,N/A
139,14 c4ee01529k.pdf,PPDT2FBT:PC70BM,FF,0.71,N/A
140,14 c4ee01529k.pdf,unknown,JSC,16.30,mAcm
141,14 c4ee01529k.pdf,KIER(Fig,PCE,8.78,%
142,14 c4ee01529k.pdf,unknown,VOC,0.79,V
143,14 c4ee01529k.pdf,PPDT2FBT:PC70BM,JSC,15.7,N/A
144,15 P1.pdf,P3HT:PDI(1:4)device,FF,0.39,N/A
145,15 P1.pdf,PCBM,VOC,0.71,V
146,15 P1.pdf,unknown,VOC,0.7,V
147,15 P1.pdf,unknown,PCE,0.04,%
148,15 P1.pdf,PCBM,JSC,0.26,mAcm22
149,15 P1.pdf,PCBM,FF,0.37,N/A
150,15 P1.pdf,unknown,JSC,6.7,mAcm22
151,15 P1.pdf,P3HT:PDI(1:4)device,VOC,0.40,V
152,15 P1.pdf,unknown,FF,0.37,N/A
153,15 P1.pdf,unknown,FF,0.43,N/A
154,15 P1.pdf,P3HT,PCE,0.39,%
155,15 P1.pdf,unknown,JSC,0.26,mAcm22
156,15 P1.pdf,PCBM,PCE,0.63,%
157,15 P1.pdf,unknown,PCE,0.6,%
158,15 P1.pdf,unknown,PCE,3.2,%
159,15 P1.pdf,unknown,PCE,0.63,%
160,15 P1.pdf,"P3HT:PDI(1:4)device,15",PCE,0.4,%
161,15 P1.pdf,unknown,VOC,0.71,V
162,15 P1.pdf,P3HT:PDI(1:4)device,PCE,0.19,%
163,15 P1.pdf,P3HT:PDI(1:4)device,JSC,0.12,mAcm22
164,16 Leclerc_et_al-2006-Advanced_Functional_Materials.pdf,unknown,PCE,0.6,%
165,16 Leclerc_et_al-2006-Advanced_Functional_Materials.pdf,PCPTDO,VOC,0.850,V
166,16 Leclerc_et_al-2006-Advanced_Functional_Materials.pdf,PCBM,PCE,2.2,%
167,16 Leclerc_et_al-2006-Advanced_Functional_Materials.pdf,PCPTDO,PCE,55,%
168,17 nphoton.2009.69.pdf,unknown,PCE,17.0,%
169,17 nphoton.2009.69.pdf,unknown,JSC,6.0,mAcm22
170,17 nphoton.2009.69.pdf,PCDTBT,PCE,3.6,%
171,17 nphoton.2009.69.pdf,PCDTBT/PC70BM,VOC,0.88,V
172,17 nphoton.2009.69.pdf,unknown,FF,0.66,%
173,17 nphoton.2009.69.pdf,unknown,VOC,0.86,V
174,17 nphoton.2009.69.pdf,NREL,PCE,5.96,%
175,17 nphoton.2009.69.pdf,unknown,PCE,6.1,%
176,17 nphoton.2009.69.pdf,unknown,FF,0.65,N/A
177,17 nphoton.2009.69.pdf,PCDTBT/PC70BM,FF,5,N/A
178,17 nphoton.2009.69.pdf,unknown,PCE,5.96,%
179,17 nphoton.2009.69.pdf,PCDTBT/PC70BM,JSC,10.6,mAcm22
180,17 nphoton.2009.69.pdf,PCDTBT/PC70BM,VOC,5,N/A
181,17 nphoton.2009.69.pdf,PCDTBT/PC70BM,FF,0.66,N/A
182,17 nphoton.2009.69.pdf,unknown,FF,65,%
183,17 nphoton.2009.69.pdf,unknown,FF,63.98,%
184,17 nphoton.2009.69.pdf,PCDTBT/PC70BM,JSC,5,N/A
185,17 nphoton.2009.69.pdf,HOMO,PCE,6,%
186,18 ja0771989.pdf,unknown,PCE,3.6,%
187,18 ja0771989.pdf,unknown,PCE,2.0,N/A
188,18 ja0771989.pdf,PCDTBT,PCE,3.6,%
189,18 ja0771989.pdf,LUMO,FF,0.65,N/A
190,18 ja0771989.pdf,unknown,PCE,3.2,N/A
191,19 Gendron_et_al-2010-Macromolecular_Rapid_Communications.pdf,unknown,VOC,0.91,V
192,20 ma100039q.pdf,DTBT-based,VOC,0.56,N/A
193,20 ma100039q.pdf,DTBT-based,VOC,0.80,N/A
194,21 Yi_et_al-2008-Macromolecular_Rapid_Communications.pdf,PCBM(1:1,PCE,0.61,%
195,21 Yi_et_al-2008-Macromolecular_Rapid_Communications.pdf,PCBM,VOC,0.4,V
196,21 Yi_et_al-2008-Macromolecular_Rapid_Communications.pdf,PCBM(1:1,VOC,0.4,V
197,21 Yi_et_al-2008-Macromolecular_Rapid_Communications.pdf,PEDOT:PSS/P3:PCBM/Ca/Ag,PCE,0.09,%
198,21 Yi_et_al-2008-Macromolecular_Rapid_Communications.pdf,PCBM(1:1,JSC,5.2,N/A
199,21 Yi_et_al-2008-Macromolecular_Rapid_Communications.pdf,unknown,VOC,0.41,V
200,21 Yi_et_al-2008-Macromolecular_Rapid_Communications.pdf,unknown,PCE,0.61,%
201,21 Yi_et_al-2008-Macromolecular_Rapid_Communications.pdf,unknown,FF,29,%
202,21 Yi_et_al-2008-Macromolecular_Rapid_Communications.pdf,unknown,JSC,5.2,N/A
203,22 ja907506r.pdf,PDPP3T,PCE,4.7,%
204,22 ja907506r.pdf,PDPP3T:[60]PCBM,JSC,8.3,mA/cm2
205,22 ja907506r.pdf,PDPP3T:[70]PCBM,VOC,0.65,V
206,22 ja907506r.pdf,PDPP3T:[70]PCBM,FF,0.60,N/A
207,22 ja907506r.pdf,PDPP3T:[70]PCBM,JSC,11.8,mA/cm2
208,22 ja907506r.pdf,PDPP3T:[60]PCBM,VOC,0.68,V
209,22 ja907506r.pdf,PDPP3T:PCBM,VOC,0.65,N/A
210,22 ja907506r.pdf,PDPP3T:[60]PCBM,PCE,3.8,%
211,22 ja907506r.pdf,PDPP3T:[60]PCBM,FF,0.67,N/A
212,24 1%2E3508951.pdf,unknown,VOC,0.77,V
213,24 1%2E3508951.pdf,PCBTDPP,PCE,3.80,%
214,24 1%2E3508951.pdf,unknown,FF,0.55,N/A
215,24 1%2E3508951.pdf,unknown,JSC,9.10,mA/cm2
216,24 1%2E3508951.pdf,unknown,PCE,3.80,%
217,25 ma9025866.pdf,PGFDTDPP,JSC,4.1,N/A
218,25 ma9025866.pdf,"PGFDTDPP(C8),",VOC,0.76,V
219,25 ma9025866.pdf,DTBT,VOC,0.99,N/A
220,25 ma9025866.pdf,PGFDTDPP,PCE,1.5,%
221,25 ma9025866.pdf,PGFDTBT,FF,0.51,N/A
222,25 ma9025866.pdf,DTBT,PCE,5.4,%
223,25 ma9025866.pdf,unknown,PCE,0.78,N/A
224,25 ma9025866.pdf,PGFDTDPP,VOC,0.76,V
225,25 ma9025866.pdf,DTBT-based,VOC,0.95,N/A
226,25 ma9025866.pdf,"PGFDTDPP(C8),",JSC,2.8,N/A
227,25 ma9025866.pdf,unknown,PCE,2.8,%
228,25 ma9025866.pdf,"PGFDTDPP(C8),",FF,0.56,N/A
229,25 ma9025866.pdf,unknown,PCE,6.1,%
230,25 ma9025866.pdf,PGFDTBT,JSC,6.9,N/A
231,25 ma9025866.pdf,DTBT,PCE,4.2,%
232,25 ma9025866.pdf,"PGFDTDPP(C8),",VOC,0.76,N/A
233,25 ma9025866.pdf,unknown,PCE,5.5,%
234,25 ma9025866.pdf,DTBT,VOC,0.90,N/A
235,25 ma9025866.pdf,unknown,PCE,54,%
236,25 ma9025866.pdf,"PGFDTDPP(C8),",PCE,1.2,%
237,25 ma9025866.pdf,PGFDTBT,VOC,0.79,V
238,25 ma9025866.pdf,PGFDTDPP,FF,0.62,N/A
239,25 ma9025866.pdf,PGFDTBT,PCE,2.8,%
240,25 ma9025866.pdf,unknown,VOC,0.74,N/A
241,26 cm901487f.pdf,DTDPP:PCBM,PCE,2.26,%
242,26 cm901487f.pdf,PDTP-DTDPP:PCBM,PCE,1.12,%
243,26 cm901487f.pdf,DTDPP,PCE,1.6,%
244,27 ma902398q.pdf,unknown,JSC,15,%
245,27 ma902398q.pdf,LUMO,PCE,1.1,%
246,28 ma9012972.pdf,PDPP-BDP,PCE,4.45,%
247,28 ma9012972.pdf,PDPP-BDP,VOC,0.72,V
248,28 ma9012972.pdf,PDPP-BDP,FF,61.8,%
249,28 ma9012972.pdf,PDPP-BDP-,PCE,2.9,%
250,28 ma9012972.pdf,PDPP-BDP,JSC,10.0,mA/cm2
251,29 cm100661z.pdf,P4TDPP/PC71BM,FF,0.46,N/A
252,29 cm100661z.pdf,P4TDPP/PC71BM,VOC,0.65,V
253,29 cm100661z.pdf,P4TDPP/PC71BM,JSC,8.05,mA/cm2
254,29 cm100661z.pdf,P4TDPP/PC71BM,PCE,2.43,%
255,30 Guan-Yu_et_al-2010-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,PCTDPP,PCE,10.87,mA/cm2
256,30 Guan-Yu_et_al-2010-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,PCBM,PCE,6.60,mA/cm2
257,30 Guan-Yu_et_al-2010-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,2010blend,JSC,10.87,mA/cm2
258,30 Guan-Yu_et_al-2010-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,PCPDTBT/PC71BM,PCE,5.5,%
259,30 Guan-Yu_et_al-2010-Journal_of_Polymer_Science_Part_A-_Polymer_Chemistry.pdf,2010blend,PCE,2.27,%
260,31 ja808373p.pdf,unknown,VOC,0.56,V
261,31 ja808373p.pdf,unknown,FF,63.3,%
262,31 ja808373p.pdf,unknown,JSC,15.0,mA/cm2
263,31 ja808373p.pdf,PTB1,PCE,5.6,%
264,31 ja808373p.pdf,unknown,FF,65.4,%
265,31 ja808373p.pdf,unknown,JSC,15.1,mA/cm2
266,31 ja808373p.pdf,unknown,PCE,5.30,%
267,32 ja9064975.pdf,PBDTTT-C-based,JSC,14.1,mA/cm2
268,32 ja9064975.pdf,PBDTTT-based,PCE,6.3,%
269,33 c2jm34629j.pdf,unknown,PCE,2.24,%
270,33 c2jm34629j.pdf,PDTT,PCE,3.64,%
271,33 c2jm34629j.pdf,unknown,JSC,9.85,mAcm-2
272,34 c0cc00098a.pdf,PBDTDPT2,PCE,4.79,%
273,34 c0cc00098a.pdf,PBDTDPT2,FF,0.57,N/A
274,34 c0cc00098a.pdf,PBDTTT,PCE,6.77,%
275,34 c0cc00098a.pdf,PBDTDPT2,PCE,4.12,%
276,34 c0cc00098a.pdf,PBDTDPT2,JSC,10.34,mAcm-2
277,34 c0cc00098a.pdf,PBDTDPT2,PCE,1.49,%
278,34 c0cc00098a.pdf,PBDTDPT2,FF,0.51,N/A
279,34 c0cc00098a.pdf,PBDTDPT1,FF,0.62,N/A
280,34 c0cc00098a.pdf,PBDTDPT2,VOC,0.91,V
281,34 c0cc00098a.pdf,PBDTTT,VOC,0.79,N/A
282,34 c0cc00098a.pdf,PBDTDPT2,PCE,8.89,mAcm-2
283,35 ma101878w.pdf,PC71BM(1:2)solar,PCE,3.15,%
284,35 ma101878w.pdf,PC71BM,FF,5.76,mA/cm2
285,35 ma101878w.pdf,PC71BM,VOC,0.76,V
286,35 ma101878w.pdf,PC71BM,PCE,3.06,%
287,35 ma101878w.pdf,PC71BM(1:2)solar,FF,8.29,mA/cm2
288,35 ma101878w.pdf,PC71BM)as,VOC,0.8,V
289,35 ma101878w.pdf,PC71BM,VOC,0.41,V
290,35 ma101878w.pdf,PC71BM,PCE,1.76,%
291,35 ma101878w.pdf,unknown,VOC,0.8,V
292,35 ma101878w.pdf,PC71BM)as,VOC,0.40,N/A
293,35 ma101878w.pdf,PC71BM,JSC,7.39,mA/cm2
294,36 ja200314m.pdf,PDTSTPD:PC71BM,VOC,0.90,V
295,36 ja200314m.pdf,PDTSTPD:PC71BM,JSC,10.95,mA/cm2
296,36 ja200314m.pdf,PDTSTPD/PC71BM-based,PCE,6.1,%
297,36 ja200314m.pdf,PDTSTPD:PC71BM,FF,0.63,N/A
298,36 ja200314m.pdf,PDTSTPD/PC71BM-based,VOC,0.85,V
299,36 ja200314m.pdf,PDTSTPD:PC71BM,PCE,6.2,%
300,36 ja200314m.pdf,PDTSTPD/PC71BM-based,JSC,13.3,mA/cm2
301,36 ja200314m.pdf,unknown,PCE,1.0,%
302,36 ja200314m.pdf,unknown,PCE,7.3,%
303,36 ja200314m.pdf,unknown,JSC,10.54,mA/cm2
304,36 ja200314m.pdf,PDTSTPD/PC71BM-based,FF,0.54,N/A
305,37 ma800820r.pdf,LUMO,VOC,0.68,V
306,37 ma800820r.pdf,PCBM,PCE,1.6,%
307,37 ma800820r.pdf,PCBM-based,PCE,10,N/A
308,37 ma800820r.pdf,unknown,VOC,0.38,V
309,37 ma800820r.pdf,LUMO,VOC,0.12,V
310,38 Subbiah_et_al-2015-Advanced_Materials.pdf,PBDT,PCE,9.4,%
311,38 Subbiah_et_al-2015-Advanced_Materials.pdf,unknown,PCE,7.6,%
312,38 Subbiah_et_al-2015-Advanced_Materials.pdf,PCBE,PCE,9.4,%
313,38 Subbiah_et_al-2015-Advanced_Materials.pdf,PBDT–BT)with,PCE,9.4,%
314,38 Subbiah_et_al-2015-Advanced_Materials.pdf,unknown,PCE,4.4,%
315,39 ja101888b.pdf,DTBT)were,PCE,7.4,%
316,39 ja101888b.pdf,unknown,JSC,9.81,mA/cm2
317,39 ja101888b.pdf,PBDTTPD:PC71BM,VOC,0.85,V
318,39 ja101888b.pdf,unknown,VOC,0.85,V
319,39 ja101888b.pdf,unknown,PCE,5.5,%
320,39 ja101888b.pdf,PBDTTPD:PC71BM,FF,0.66,N/A
321,39 ja101888b.pdf,PBDTTPD:PC71BM,JSC,9.81,mA/cm2
322,40 ma301900h.pdf,unknown,PCE,4.72,%
323,41 acs.macromol.5b00829.pdf,unknown,FF,0.70,N/A
324,41 acs.macromol.5b00829.pdf,LUMO,PCE,5.24,%
325,41 acs.macromol.5b00829.pdf,unknown,PCE,8.55,%
326,41 acs.macromol.5b00829.pdf,unknown,JSC,13.58,mA/cm2
327,41 acs.macromol.5b00829.pdf,unknown,PCE,5.63,%
328,41 acs.macromol.5b00829.pdf,HOMO,VOC,0.90,V
329,41 acs.macromol.5b00829.pdf,HOMO,PCE,8.55,%
330,41 acs.macromol.5b00829.pdf,unknown,VOC,0.76,N/A
331,41 acs.macromol.5b00829.pdf,unknown,VOC,0.90,V
332,"42 Wu_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",PBDTTT-S-T,FF,0.64,N/A
333,"42 Wu_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",PBDTTT-S-T,PCE,5.0,%
334,"42 Wu_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,PCE,7.79,%
335,"42 Wu_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",unknown,PCE,8,N/A
336,"42 Wu_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",PBDTTT-S-T/PC,PCE,5.93,%
337,"42 Wu_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",PBDTTT-S-T,FF,0.52,N/A
338,"42 Wu_et_al-2013-Advanced_materials_(Deerfield_Beach,_Fla.).pdf",PBDTTT-S-T,PCE,7.79,%
339,43 Ye_et_al-2012-Advanced_Materials.pdf,PBDTDTTT-S-T,FF,66.3,%
340,44 Huang_et_al-2013-Advanced_Energy_Materials (1).pdf,unknown,PCE,9,%
341,46 c3py01519j.pdf,PC61BM,PCE,5.29,%
342,46 c3py01519j.pdf,PBDTFQ-T,PCE,5.30,%
343,46 c3py01519j.pdf,PBDTFQ-TT:PC61BM-based,PCE,3.19,%
344,46 c3py01519j.pdf,PBDTFQ-TT:PC61BM(1:1,FF,59,%
345,46 c3py01519j.pdf,PC61BM,PCE,2.18,%
346,46 c3py01519j.pdf,PBDTFQ-T:PC61BM(1:1,FF,46,%
347,46 c3py01519j.pdf,PBDTFQ-TT:PC61BM-based,VOC,0.75,V
348,46 c3py01519j.pdf,PBDTFQ-T:PC61BM(1:1,PCE,2.18,%
349,47 acs%2Emacromol%2E5b00251.pdf,unknown,PCE,6.08,%
350,47 acs%2Emacromol%2E5b00251.pdf,PBDTT-,JSC,13.70,mAcm−2
351,47 acs%2Emacromol%2E5b00251.pdf,PBDTT-,PCE,7.71,%
352,47 acs%2Emacromol%2E5b00251.pdf,unknown,PCE,5.5,%
353,47 acs%2Emacromol%2E5b00251.pdf,PBDTT-tt-TPD)to,PCE,6.76,%
354,47 acs%2Emacromol%2E5b00251.pdf,unknown,VOC,0.84,V
355,47 acs%2Emacromol%2E5b00251.pdf,PBDTT-,VOC,0.86,V
356,47 acs%2Emacromol%2E5b00251.pdf,PC61BM,PCE,1.39,%
357,47 acs%2Emacromol%2E5b00251.pdf,PBDTT-,FF,66,%
358,47 acs%2Emacromol%2E5b00251.pdf,unknown,PCE,7.71,%
359,49 c5py00071h.pdf,PBDT-TS1,PCE,9.52,%
360,49 c5py00071h.pdf,PBDT-TS1,PCE,9.87,%
361,49 c5py00071h.pdf,unknown,PCE,9.52,%
362,49 c5py00071h.pdf,PBDT-TS1,PCE,9.48,%
363,50 ja103275u.pdf,unknown,VOC,0.85,V
364,50 ja103275u.pdf,unknown,FF,69.8,%
365,50 ja103275u.pdf,unknown,PCE,4,%
366,50 ja103275u.pdf,unknown,JSC,11.5,mA/cm2
367,51 Yuan_et_al-2013-Advanced_Functional_Materials.pdf,PBDT-TPD(synthesized,FF,49.4,%
368,51 Yuan_et_al-2013-Advanced_Functional_Materials.pdf,unknown,VOC,1,N/A
369,51 Yuan_et_al-2013-Advanced_Functional_Materials.pdf,unknown,FF,49.4,%
370,51 Yuan_et_al-2013-Advanced_Functional_Materials.pdf,unknown,PCE,6.17,%
371,51 Yuan_et_al-2013-Advanced_Functional_Materials.pdf,unknown,PCE,4.77,%
372,51 Yuan_et_al-2013-Advanced_Functional_Materials.pdf,unknown,PCE,8.62,%
373,51 Yuan_et_al-2013-Advanced_Functional_Materials.pdf,unknown,VOC,1,Volt
374,51 Yuan_et_al-2013-Advanced_Functional_Materials.pdf,PBDT-TPD(synthesized,PCE,4.77,%
375,51 Yuan_et_al-2013-Advanced_Functional_Materials.pdf,unknown,FF,63.0,%
376,52 art%3A10.1007%2Fs40843-015-0036-3.pdf,PBDTDTBT-o,PCE,5.76,%
377,52 art%3A10.1007%2Fs40843-015-0036-3.pdf,PBDTDTBT-p,PCE,3.48,%
378,52 art%3A10.1007%2Fs40843-015-0036-3.pdf,PBDTDTBT-m,PCE,5.16,%
379,54 Zhang_et_al-2014-Advanced_Materials.pdf,unknown,PCE,8.3,%
380,54 Zhang_et_al-2014-Advanced_Materials.pdf,unknown,PCE,8.6,%
381,55 ja1112595.pdf,FTAZ:PC61BM-based,VOC,0.79,V
382,55 ja1112595.pdf,FTAZ(Figure,PCE,6,%
383,55 ja1112595.pdf,FTAZ:PC61BM-based,JSC,12.45,mA/cm2
384,55 ja1112595.pdf,FTAZ:PC61BM-based,FF,72.2,%
385,56 c2cc17708k.pdf,PBDFDTBT-based,VOC,0.77,V
386,56 c2cc17708k.pdf,PBDFDTBT-based,FF,0.6,N/A
387,56 c2cc17708k.pdf,unknown,PCE,5.0,%
388,56 c2cc17708k.pdf,PBDFDTBT-based,JSC,9,mAcm-2
389,56 c2cc17708k.pdf,unknown,JSC,17,mAcm-2
